event_id	event_type	avecost	Lscore	CNval	true	length	prevals	orders	numhists
0.17	adj	1.0	0	1.0	-1	2900001	1.0,1.0,0.0	17.0,17.0,0.0	1
0.23	amp	1.0	0	1.0	-1	100000	1.0,1.0,0.0	23.0,23.0,0.0	1
0.26	adj	1.0	0	1.0	-3	4500000	1.0,1.0,0.0	26.0,26.0,0.0	1
0.20	adj	1.0	0.999950027485	1.0	1	5899999	1.0,1.0,0.0	20.0,5.0,3.37638860323	20010
10000.12	adj	-1	0.999950027485	1.0	3	7099999	-1,1.0,0.0	-1,5.7,3.16385840391	20010
0.13	adj	1.0	0	1.0	-3	7799999	1.0,1.0,0.0	13.0,13.0,0.0	1
10000.10	amp	-1	0.999950027485	1.0	3	100000	-1,1.0,0.0	-1,9.3,2.36854385647	20010
0.8	oth	1.0	0	1.0	-3	100000	1.0,1.0,0.0	8.0,8.0,0.0	1
0.10	adj	1.0	0.999950027485	1.0	1	2099999	1.0,1.0,0.0	10.0,6.2,1.72046505341	20010
10000.5	oth	-1	0.999950027485	1.0	0	5400001	-1,1.0,0.0	-1,8.0,4.0249223595	20010
0.2	adj	1.0	0	1.0	-1	6000000	1.0,1.0,0.0	2.0,2.0,0.0	1
0.23	del	1.0	0	1.0	-1	300000	1.0,1.0,0.0	23.0,23.0,0.0	1
0.6	adj	1.0	0.999950027485	1.0	1	3700000	1.0,1.0,0.0	6.0,5.7,4.64865571967	20010
0.9	amp	1.0	0.999950027485	1.0	1	200000	1.0,1.0,0.0	9.0,7.0,2.4899799196	20010
0.5	adj	1.0	0	1.0	-3	2799999	1.0,1.0,0.0	5.0,5.0,0.0	1
10000.2	adj	-1	0.999950027485	1.0	3	3400000	-1,1.0,0.0	-1,5.2,2.67581763205	20010
0.3	adj	1.0	0	1.0	-3	4999999	1.0,1.0,0.0	3.0,3.0,0.0	1
0.24	adj	1.0	0.999950027485	1.0	1	500000	1.0,1.0,0.0	24.0,6.1,3.38969025134	20010
0.17	adj	1.0	0.999950027485	1.0	1	1799999	1.0,1.0,0.0	17.0,4.5,2.61725046566	20010
0.7	amp	1.0	0	1.0	-1	600000	1.0,1.0,0.0	7.0,7.0,0.0	1
0.25	adj	1.0	0	1.0	-3	5699999	1.0,1.0,0.0	25.0,25.0,0.0	1
10000.6	adj	-1	0.999950027485	1.0	3	5699999	-1,1.0,0.0	-1,7.7,2.75862284483	20010
10000.11	adj	-1	0.999950027485	1.0	3	1800000	-1,1.0,0.0	-1,7.6,3.66606055596	20010
0.12	adj	1.0	0	1.0	-3	1800000	1.0,1.0,0.0	12.0,12.0,0.0	1
0.22	adj	1.0	0	1.0	-3	7099999	1.0,1.0,0.0	22.0,22.0,0.0	1
0.26	amp	1.0	0	1.0	-3	3700000	1.0,1.0,0.0	26.0,26.0,0.0	1
0.21	oth	1.0	0	1.0	-1	1000000	1.0,1.0,0.0	21.0,21.0,0.0	1
0.4	adj	1.0	0	1.0	-1	5400001	1.0,1.0,0.0	4.0,4.0,0.0	1
0.16	adj	1.0	0	1.0	-3	3400000	1.0,1.0,0.0	16.0,16.0,0.0	1
0.18	adj	1.0	0	1.0	-3	1499999	1.0,1.0,0.0	18.0,18.0,0.0	1
0.2	amp	1.0	0	1.0	-1	1100000	1.0,1.0,0.0	2.0,2.0,0.0	1
10000.1	oth	-1	0.999950027485	1.0	0	1000000	-1,1.0,0.0	-1,1.7,0.9	20010
0.5	del	1.0	0.999950027485	1.0	1	300000	1.0,1.0,0.0	5.0,2.1,0.943398113206	20010
0.3	adj	1.0	0.999950027485	1.0	1	2600000	1.0,1.0,0.0	3.0,2.9,1.04403065089	20010
0.4	adj	1.0	0.999950027485	1.0	1	1500000	1.0,1.0,0.0	4.0,3.3,0.781024967591	20010
0.6	adj	1.0	0	1.0	-1	8200000	1.0,1.0,0.0	6.0,6.0,0.0	1
0.2	adj	1.0	0.999950027485	1.0	1	1700000	1.0,1.0,0.0	2.0,3.1,1.37477270849	20010
0.6	adj	1.0	0.999950027485	1.0	1	1900000	1.0,1.0,0.0	6.0,3.4,1.62480768093	20010
0.4	adj	1.0	0.999950027485	1.0	1	700000	1.0,1.0,0.0	4.0,3.0,1.09544511501	20010
0.3	adj	1.0	0.999950027485	1.0	1	600000	1.0,1.0,0.0	3.0,2.7,1.00498756211	20010
0.5	adj	1.0	0.999950027485	1.0	1	200000	1.0,1.0,0.0	5.0,2.8,1.72046505341	20010
0.3	adj	1.0	0.999950027485	1.0	1	2699999	1.0,1.0,0.0	3.0,3.5,1.5	20010
0.5	adj	1.0	0.999950027485	1.0	1	4599999	1.0,1.0,0.0	5.0,2.40014992504,1.11347656575	20010
0.2	adj	1.0	0.999950027485	1.0	1	1700000	1.0,1.0,0.0	2.0,2.90009995002,1.64006709618	20010
0.4	adj	1.0	0.999950027485	1.0	1	200000	1.0,1.0,0.0	4.0,3.09975012494,1.30019217337	20010
0.6	adj	1.0	0.999950027485	1.0	1	6499999	1.0,1.0,0.0	6.0,3.1,1.22069650201	20010
0.3	adj	1.0	0.999950027485	1.0	1	4900000	1.0,1.0,0.0	3.0,1.4,0.489897948557	20010
0.6	adj	1.0	0.999950027485	1.0	1	3300000	1.0,1.0,0.0	6.0,1.6,0.489897948557	20010
0.4	adj	1.0	0.999950027485	1.0	1	500000	1.0,1.0,0.0	4.0,1.7,0.781024967591	20010
0.3	adj	1.0	0	1.0	-3	2399999	1.0,1.0,0.0	3.0,3.0,0.0	1
10000.3	adj	-1	0.999950027485	1.0	3	2399999	-1,1.0,0.0	-1,2.5,0.67082039325	20010
0.2	adj	1.0	0.999950027485	1.0	1	600000	1.0,1.0,0.0	2.0,1.8,0.748331477355	20010
0.6	adj	1.0	0	1.0	-3	2100001	1.0,1.0,0.0	6.0,6.0,0.0	1
0.7	adj	1.0	0.999950027485	1.0	1	4199999	1.0,1.0,0.0	7.0,3.26381809095,2.0624471801	20010
10000.3	oth	-1	0.675828294438	1.0	0	300000	-1,1.0,0.0	-1,3.52654540077,1.79847346869	13524
10014.5	oth	-1	0.178351906451	2.0	0	300000	-1,1.0,0.0	-1,2.52451667134,1.37952290242	3569
10008.7	oth	-1	0.145769826595	1.0	0	300000	-1,1.0,0.0	-1,4.31642098046,1.73323236298	2917
0.6	amp	1.0	0	1.0	-1	400000	1.0,1.0,0.0	6.0,6.0,0.0	1
0.8	adj	1.0	0	1.0	-1	1599999	1.0,1.0,0.0	8.0,8.0,0.0	1
0.5	del	1.0	0	1.0	-3	300000	1.0,1.0,0.0	5.0,5.0,0.0	1
10000.6	del	-1	0.999950027485	2.0	3	300000	-1,1.0,0.0	-1,3.83338330835,1.90481254775	20010
0.2	adj	1.16820276498	0.67233021838	1.0	1	900000	1.0,1.0,0.0	2.0,3.2726326743,1.8570510419	13454
10008.2	adj	-1	0.191294787867	2.0	0	900000	-1,1.0,0.0	-1,2.97335423197,1.59522554785	3828
10002.7	adj	-1	0.148118534806	1.0	3	900000	-1,1.0,0.0	-1,4.70715249663,1.84264672481	2964
10001.4	adj	-1	0.431712558093	2.0	3	900000	-1,1.0,0.0	-1,5.17305243662,1.67736497499	8639
0.4	adj	1.0	0.999950027485	1.0	1	999999	1.0,1.0,0.0	4.0,4.82133933033,1.50166138388	20010
0.3	adj	1.0	0.999950027485	1.0	1	6500000	1.0,1.0,0.0	3.0,3.44087956022,1.81407899075	20010
10044.3	oth	-1	0.0420268852131	1.0	0	300000	-1,1.0,0.0	-1,5.69322235434,1.28877499349	841
10014.6	oth	-1	0.136325021238	1.0	0	300000	-1,1.0,0.0	-1,4.79362170088,1.42155704069	2728
10011.7	adj	-1	0.0455249612713	1.0	0	900000	-1,1.0,0.0	-1,5.64215148189,1.33324516942	911
0.8	adj	1.0	0.999950027485	1.0	1	3499999	1.0,1.0,0.0	8.0,2.7996001999,1.40022838149	20010
0.5	del	1.0	0.999950027485	1.0	1	1300000	1.0,1.0,0.0	5.0,3.50019990005,1.35985306553	20010
0.6	adj	1.0	0.999950027485	1.0	1	1100000	1.0,1.0,0.0	6.0,2.90019990005,1.22059003765	20010
0.7	adj	1.0	0.999950027485	1.0	1	300000	1.0,1.0,0.0	7.0,2.7,1.61554944214	20010
0.2	adj	1.0	0.999950027485	1.0	1	8600000	1.0,1.0,0.0	2.0,3.1,1.3	20010
0.2	adj	1.0	0.999950027485	1.0	1	8600000	1.0,1.0,0.0	2.0,3.0,1.48323969742	20010
0.4	adj	1.0	0.999950027485	1.0	1	400000	1.0,1.0,0.0	4.0,3.9,1.86815416923	20010
0.8	adj	1.0	0.999950027485	1.0	1	1400000	1.0,1.0,0.0	8.0,3.6,1.62480768093	20010
0.3	adj	1.0	0.999950027485	1.0	1	5100000	1.0,1.0,0.0	3.0,3.3,1.73493515729	20010
0.6	adj	1.0	0.999950027485	1.0	1	1700000	1.0,1.0,0.0	6.0,3.2,1.66132477258	20010
0.7	adj	1.0	0.999950027485	1.0	1	4599999	1.0,1.0,0.0	7.0,4.0,1.61245154966	20010
0.3	adj	1.0	0.999950027485	1.0	1	3499999	1.0,1.0,0.0	3.0,2.6,1.01980390272	20010
0.4	adj	1.0	0.999950027485	1.0	1	1800000	1.0,1.0,0.0	4.0,2.5,1.20415945788	20010
10000.2	del	-1	0.999950027485	1.0	3	100000	-1,1.0,0.0	-1,2.5,1.0246950766	20010
0.8	del	1.0	0	1.0	-3	100000	1.0,1.0,0.0	8.0,8.0,0.0	1
0.5	adj	1.0	0	1.0	-3	6199999	1.0,1.0,0.0	5.0,5.0,0.0	1
0.2	adj	1.0	0.999950027485	1.0	1	3400000	1.0,1.0,0.0	2.0,2.4,1.2	20010
0.4	adj	1.0	0.999950027485	1.0	1	4799999	1.0,1.0,0.0	4.0,4.8,1.88679622641	20010
0.7	adj	1.0	0.999950027485	1.0	1	1100000	1.0,1.0,0.0	7.0,3.0,1.788854382	20010
0.8	adj	1.0	0.999950027485	1.0	1	4399999	1.0,1.0,0.0	8.0,4.7,1.61554944214	20010
0.2	adj	1.0	0.999950027485	1.0	1	4000000	1.0,1.0,0.0	2.0,3.4,2.15406592285	20010
0.5	del	1.0	0.999950027485	1.0	1	100000	1.0,1.0,0.0	5.0,3.4,1.74355957742	20010
0.3	del	1.0	0.999950027485	1.0	1	200000	1.0,1.0,0.0	3.0,4.1,2.11896201004	20010
0.6	adj	1.0	0.999950027485	1.0	1	5899999	1.0,1.0,0.0	6.0,4.6,1.8	20010
0.5	adj	1.0	0.999950027485	1.0	1	599999	1.0,1.0,0.0	5.0,5.3,1.41774468788	20010
0.10	amp	0.9	0.999950027485	1.0	1	300000	1.0,1.0,0.0	10.0,3.7,1.79164728672	20010
0.7	adj	1.0	0	1.0	-1	4699999	1.0,1.0,0.0	7.0,7.0,0.0	1
10000.2	oth	-1	0.999950027485	1.0	0	4699999	-1,1.0,0.0	-1,3.7,2.05182845287	20010
0.4	adj	1.0	0.999950027485	1.0	1	700000	1.0,1.0,0.0	4.0,5.3,2.45153013443	20010
0.9	adj	1.0	0.999950027485	1.0	1	3199999	1.0,1.0,0.0	9.0,3.8,2.6	20010
0.11	adj	1.0	0	1.0	-3	6100000	1.0,1.0,0.0	11.0,11.0,0.0	1
10000.1	adj	-1	0.999950027485	1.0	3	6100000	-1,1.0,0.0	-1,5.3,2.19317121995	20010
0.3	adj	1.0	0.999950027485	1.0	1	9400000	1.0,1.0,0.0	3.0,5.1,2.25610283454	20010
0.8	adj	1.0	0.999950027485	1.0	1	500000	1.0,1.0,0.0	8.0,3.8,2.31516738056	20010
0.2	adj	1.0	0	1.0	-3	6100000	1.0,1.0,0.0	2.0,2.0,0.0	1
0.6	amp	1.0	0	1.0	-1	1100000	1.0,1.0,0.0	6.0,6.0,0.0	1
0.7	adj	1.0	0.999950027485	1.0	1	3599999	1.0,1.0,0.0	7.0,6.39955022489,2.38696062119	20010
0.6	del	1.0	0.999950027485	1.0	1	300000	1.0,1.0,0.0	6.0,4.31134432784,2.82814727929	20010
0.9	amp	1.0	0.999950027485	3.0	1	100000	1.0,1.0,0.0	9.0,4.73978010995,2.52481967563	20010
0.4	adj	1.0	0.999950027485	1.0	1	4000000	1.0,1.0,0.0	4.0,5.02428785607,2.03478245404	20010
0.10	adj	1.0	0.999950027485	1.0	1	10699999	1.0,1.0,0.0	10.0,4.81134432784,2.63250378989	20010
0.5	adj	1.0	0.999950027485	1.0	1	4499999	1.0,1.0,0.0	5.0,5.0115942029,2.20291604191	20010
0.8	adj	1.0	0.999950027485	1.0	1	2600000	1.0,1.0,0.0	8.0,4.82858570715,2.89280457163	20010
0.2	adj	1.0	0	1.0	-3	2700000	1.0,1.0,0.0	2.0,2.0,0.0	1
10000.6	adj	-1	0.999950027485	1.0	3	2700000	-1,1.0,0.0	-1,5.95602198901,1.99120127718	20010
0.3	del	1.0	0.999950027485	1.0	1	100000	1.0,1.0,0.0	3.0,3.91749125437,2.64964688001	20010
0.11	adj	1.0	0	1.0	-3	1400000	1.0,1.0,0.0	11.0,11.0,0.0	1
0.9	adj	1.0	0.999950027485	1.0	1	7699999	1.0,1.0,0.0	9.0,4.0,1.3416407865	20010
0.6	amp	1.0	0.999950027485	1.0	1	400000	1.0,1.0,0.0	6.0,3.3,2.05182845287	20010
0.10	adj	1.0	0.999950027485	1.0	1	8099999	1.0,1.0,0.0	10.0,3.8,1.4	20010
0.3	adj	1.0	0.999950027485	1.0	1	7600000	1.0,1.0,0.0	3.0,3.1,1.92093727123	20010
10000.2	adj	-1	0.999950027485	1.0	3	4500000	-1,1.0,0.0	-1,2.6,1.56204993518	20010
0.2	adj	1.0	0	1.0	-3	1900000	1.0,1.0,0.0	2.0,2.0,0.0	1
0.4	adj	1.0	0	1.0	-3	4500000	1.0,1.0,0.0	4.0,4.0,0.0	1
0.7	adj	1.0	0.999950027485	1.0	1	100000	1.0,1.0,0.0	7.0,4.2,1.24899959968	20010
0.11	adj	1.0	0	1.0	-3	6200001	1.0,1.0,0.0	11.0,11.0,0.0	1
40001.10	oth	-1	9.99450302334e-05	1.0	0	12000000	-1,1.0,0.0	-1,6.5,3.5	2
10000.6	amp	-1	0.000649642696517	1.0	0	15000000	-1,1.0,0.0	-1,4.15384615385,2.59722200248	13
80004.3	oth	-1	4.99725151167e-05	1.0	0	3300000	-1,1.0,0.0	-1,3.0,0.0	1
60003.1	oth	-1	4.99725151167e-05	1.0	0	5000000	-1,1.0,0.0	-1,1.0,0.0	1
60002.2	amp	-1	4.99725151167e-05	1.0	0	8000000	-1,1.0,0.0	-1,2.0,0.0	1
10003.4	oth	-1	4.99725151167e-05	1.0	0	4700000	-1,1.0,0.0	-1,4.0,0.0	1
10002.5	amp	-1	0.000249862575583	1.0	0	4700000	-1,1.0,0.0	-1,4.0,0.632455532034	5
20003.2	oth	-1	4.99725151167e-05	1.0	0	6300000	-1,1.0,0.0	-1,2.0,0.0	1
20002.2	amp	-1	4.99725151167e-05	1.0	0	6300000	-1,1.0,0.0	-1,2.0,0.0	1
10001.5	oth	-1	0.00014991754535	1.0	0	7000000	-1,1.0,0.0	-1,4.66666666667,0.471404520791	3
100002.2	oth	-1	0.0005996701814	1.0	0	1500000	-1,1.0,0.0	-1,2.33333333333,0.471404520791	12
80006.4	oth	-1	4.99725151167e-05	1.0	0	2200000	-1,1.0,0.0	-1,4.0,0.0	1
80007.4	oth	-1	4.99725151167e-05	1.0	0	800000	-1,1.0,0.0	-1,4.0,0.0	1
20004.2	oth	-1	9.99450302334e-05	1.0	0	4600000	-1,1.0,0.0	-1,2.0,0.0	2
20006.2	amp	-1	9.99450302334e-05	1.0	0	4600000	-1,1.0,0.0	-1,2.0,0.0	2
90004.4	amp	-1	4.99725151167e-05	1.0	0	3000000	-1,1.0,0.0	-1,4.0,0.0	1
10004.4	oth	-1	0.996501923942	1.0	0	800000	-1,1.0,0.0	-1,4.40263778146,2.2892292909	19941
90005.4	oth	-1	4.99725151167e-05	1.0	0	3000000	-1,1.0,0.0	-1,4.0,0.0	1
20009.2	amp	-1	4.99725151167e-05	1.0	0	1100000	-1,1.0,0.0	-1,2.0,0.0	1
20008.2	amp	-1	4.99725151167e-05	1.0	0	1100000	-1,1.0,0.0	-1,2.0,0.0	1
30003.5	amp	-1	9.99450302334e-05	1.0	0	800000	-1,1.0,0.0	-1,8.0,3.0	2
30002.5	oth	-1	0.000199890060467	1.0	0	800000	-1,1.0,0.0	-1,6.5,2.69258240357	4
50003.4	amp	-1	9.99450302334e-05	1.0	0	800000	-1,1.0,0.0	-1,5.0,1.0	2
60006.1	amp	-1	9.99450302334e-05	1.0	0	1600000	-1,1.0,0.0	-1,1.0,0.0	2
60004.1	oth	-1	9.99450302334e-05	1.0	0	2300000	-1,1.0,0.0	-1,1.0,0.0	2
60008.1	amp	-1	9.99450302334e-05	1.0	0	1600000	-1,1.0,0.0	-1,1.0,0.0	2
30001.5	oth	-1	9.99450302334e-05	1.0	0	12800000	-1,1.0,0.0	-1,5.0,0.0	2
80005.4	amp	-1	4.99725151167e-05	1.0	0	1100000	-1,1.0,0.0	-1,4.0,0.0	1
100014.3	oth	-1	4.99725151167e-05	1.0	0	1500000	-1,1.0,0.0	-1,3.0,0.0	1
0.2	del	1.0	0	1.0	-3	400000	1.0,1.0,0.0	2.0,2.0,0.0	1
10000.3	del	-1	0.999950027485	2.0	3	400000	-1,1.0,0.0	-1,6.90029985007,2.84416249183	20010
0.7	adj	1.00025	0.999450302334	1.0	1	3699999	1.0,1.0,0.0	7.0,4.9014,3.04902903233	20000
60011.4	oth	-1	4.99725151167e-05	1.0	0	400000	-1,1.0,0.0	-1,4.0,0.0	1
60010.4	amp	-1	4.99725151167e-05	1.0	0	3500000	-1,1.0,0.0	-1,4.0,0.0	1
0.6	amp	1.00012520032	0.99785118185	1.0	1	700000	1.0,1.0,0.0	6.0,5.2991786859,3.1007933174	19968
0.9	adj	0.650619876025	0.999650192394	1.0	1	10899999	1.0,1.0,0.0	9.0,5.59943011398,2.57762154875	20004
80007.9	amp	-1	4.99725151167e-05	1.0	0	1400000	-1,1.0,0.0	-1,9.0,0.0	1
80004.9	amp	-1	0.00014991754535	1.0	0	3300000	-1,1.0,0.0	-1,9.0,0.0	3
0.8	adj	0.700870087009	0.999350357303	1.0	1	2300000	1.0,1.0,0.0	8.0,5.49724972497,2.76635729977	19998
60011.1	oth	-1	4.99725151167e-05	1.0	0	1600000	-1,1.0,0.0	-1,1.0,0.0	1
10000.4	oth	-1	0.00199890060467	1.0	0	1600000	-1,1.0,0.0	-1,5.0,2.2360679775	40
10001.7	del	-1	0.000249862575583	1.0	0	1600000	-1,1.0,0.0	-1,8.0,2.44948974278	5
100005.5	del	-1	4.99725151167e-05	1.0	0	1600000	-1,1.0,0.0	-1,5.0,0.0	1
50003.5	del	-1	9.99450302334e-05	1.0	0	4600000	-1,1.0,0.0	-1,8.0,3.0	2
0.4	adj	1.00022495501	0.999650192394	1.0	1	2299999	1.0,1.0,0.0	4.0,5.60227954409,3.61138178361	20004
0.3	adj	0.70075	0.999450302334	1.0	1	4600000	1.0,1.0,0.0	3.0,5.10165,2.62475089818	20000
0.10	adj	1.00020003	0.999300384788	1.0	1	12599999	1.0,1.0,0.0	10.0,6.70030504576,1.55399763296	19997
100002.8	amp	-1	9.99450302334e-05	1.0	0	12600000	-1,1.0,0.0	-1,6.5,1.5	2
100009.4	oth	-1	4.99725151167e-05	1.0	0	2400000	-1,1.0,0.0	-1,4.0,0.0	1
100008.9	oth	-1	4.99725151167e-05	1.0	0	2600000	-1,1.0,0.0	-1,9.0,0.0	1
100005.7	amp	-1	4.99725151167e-05	1.0	0	3800000	-1,1.0,0.0	-1,7.0,0.0	1
100004.10	amp	-1	4.99725151167e-05	1.0	0	6500000	-1,1.0,0.0	-1,10.0,0.0	1
100006.7	amp	-1	9.99450302334e-05	1.0	0	3800000	-1,1.0,0.0	-1,8.0,1.0	2
0.5	adj	0.700454840806	0.99980010994	1.0	1	11900000	1.0,1.0,0.0	5.0,5.00169940521,2.86512198477	20007
100012.1	adj	-1	4.99725151167e-05	1.0	0	1	-1,1.0,0.0	-1,1.0,0.0	1
100011.5	adj	-1	4.99725151167e-05	2.0	0	1	-1,1.0,0.0	-1,5.0,0.0	1
90005.6	del	-1	4.99725151167e-05	1.0	0	2100000	-1,1.0,0.0	-1,6.0,0.0	1
10003.5	del	-1	0.000249862575583	1.0	0	2100000	-1,1.0,0.0	-1,7.2,2.03960780544	5
10000.5	oth	-1	0.00159912048373	1.0	0	2100000	-1,1.0,0.0	-1,5.78125,2.35497312883	32
100009.1	oth	-1	4.99725151167e-05	1.0	0	2100000	-1,1.0,0.0	-1,1.0,0.0	1
100010.1	oth	-1	9.99450302334e-05	1.0	0	1100000	-1,1.0,0.0	-1,1.0,0.0	2
30001.7	oth	-1	0.00014991754535	1.0	0	10900001	-1,1.0,0.0	-1,5.66666666667,1.88561808316	3
100011.11	adj	-1	4.99725151167e-05	1.0	0	11900000	-1,1.0,0.0	-1,11.0,0.0	1
100011.6	oth	-1	9.99450302334e-05	1.0	0	1100000	-1,1.0,0.0	-1,6.5,0.5	2
20009.7	oth	-1	4.99725151167e-05	1.0	0	3900000	-1,1.0,0.0	-1,7.0,0.0	1
100014.2	amp	-1	4.99725151167e-05	1.0	0	800000	-1,1.0,0.0	-1,2.0,0.0	1
0.11	oth	1.0	0	1.0	-1	800000	1.0,1.0,0.0	11.0,11.0,0.0	1
10000.7	oth	-1	0.999950027485	1.0	3	200000	-1,1.0,0.0	-1,3.6,1.8	20010
0.5	oth	1.0	0	1.0	-3	200000	1.0,1.0,0.0	5.0,5.0,0.0	1
0.2	adj	1.0	0	1.0	-3	5300000	1.0,1.0,0.0	2.0,2.0,0.0	1
0.6	amp	1.0	0.999950027485	1.0	1	300000	1.0,1.0,0.0	6.0,3.9,1.97230829233	20010
0.9	adj	1.0	0.999950027485	1.0	1	2100000	1.0,1.0,0.0	9.0,3.3,2.05182845287	20010
0.4	amp	1.0	0.999950027485	1.0	1	100000	1.0,1.0,0.0	4.0,4.9,1.92093727123	20010
0.10	adj	1.0	0.999950027485	1.0	1	5299999	1.0,1.0,0.0	10.0,4.8,2.18174242293	20010
0.7	adj	1.0	0.999950027485	1.0	1	1800000	1.0,1.0,0.0	7.0,4.3,1.1	20010
0.11	adj	1.0	0.999950027485	1.0	1	8099999	1.0,1.0,0.0	11.0,3.2,2.03960780544	20010
0.8	del	1.0	0.999950027485	1.0	1	100000	1.0,1.0,0.0	8.0,5.54437781109,3.69985272276	20010
0.12	adj	1.0	0	1.0	-1	4300000	1.0,1.0,0.0	12.0,12.0,0.0	1
71121.13	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,13.0,0.0	1
71122.6	amp	-1	4.99725151167e-05	5.0	0	1000000	-1,1.0,0.0	-1,6.0,0.0	1
30083.9	amp	-1	0.000199890060467	1.0	0	1000000	-1,1.0,0.0	-1,6.5,3.04138126515	4
10087.10	amp	-1	0.000549697666284	1.0	0	1000000	-1,1.0,0.0	-1,8.18181818182,2.94859540731	11
30173.6	amp	-1	0.000199890060467	1.0	0	1000000	-1,1.0,0.0	-1,7.25,1.08972473589	4
10833.12	amp	-1	0.000649642696517	1.0	0	1000000	-1,1.0,0.0	-1,8.23076923077,2.7777646285	13
10277.2	amp	-1	9.99450302334e-05	4.0	0	1000000	-1,1.0,0.0	-1,2.0,0.0	2
31382.9	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,9.0,0.0	1
21468.7	oth	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,7.0,0.0	2
40898.4	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,4.0,0.0	1
10104.3	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,3.0,0.0	1
41455.9	oth	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,9.0,0.0	2
91837.5	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,5.0,0.0	1
61761.6	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,6.5,0.5	2
21892.12	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,12.0,0.0	1
10547.12	oth	-1	0.000199890060467	1.0	0	1000000	-1,1.0,0.0	-1,13.0,1.0	4
21175.7	oth	-1	9.99450302334e-05	4.0	0	1000000	-1,1.0,0.0	-1,7.0,0.0	2
71061.10	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,10.0,0.0	1
70462.11	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,11.0,0.0	1
20675.11	amp	-1	0.00014991754535	1.0	0	1000000	-1,1.0,0.0	-1,7.33333333333,2.62466929134	3
11270.4	amp	-1	0.000849532756984	1.0	0	1000000	-1,1.0,0.0	-1,7.76470588235,2.96110892909	17
50425.2	amp	-1	4.99725151167e-05	2.0	0	1000000	-1,1.0,0.0	-1,2.0,0.0	1
20484.6	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,8.0,2.0	2
81677.1	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,1.0,0.0	1
60070.12	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,12.0,0.0	2
20530.8	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,8.5,0.5	2
50944.2	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,2.0,0.0	1
91713.7	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,7.0,0.0	1
91714.8	amp	-1	4.99725151167e-05	2.0	0	1000000	-1,1.0,0.0	-1,8.0,0.0	1
80847.6	oth	-1	9.99450302334e-05	4.0	0	1000000	-1,1.0,0.0	-1,5.5,0.5	2
30680.13	oth	-1	0.00014991754535	1.0	0	1000000	-1,1.0,0.0	-1,12.0,1.41421356237	3
40685.7	oth	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,8.5,1.5	2
40686.8	oth	-1	4.99725151167e-05	2.0	0	1000000	-1,1.0,0.0	-1,8.0,0.0	1
20168.5	oth	-1	4.99725151167e-05	1.0	0	1600000	-1,1.0,0.0	-1,5.0,0.0	1
20169.6	oth	-1	4.99725151167e-05	2.0	0	1600000	-1,1.0,0.0	-1,6.0,0.0	1
61963.10	amp	-1	4.99725151167e-05	3.0	0	1000000	-1,1.0,0.0	-1,10.0,0.0	1
11340.5	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,5.0,0.0	2
20307.12	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,7.0,5.0	2
20308.4	amp	-1	4.99725151167e-05	4.0	0	1000000	-1,1.0,0.0	-1,4.0,0.0	1
40495.1	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,3.0,2.0	2
10524.11	amp	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,11.0,0.0	1
90760.7	amp	-1	9.99450302334e-05	1.0	0	1100000	-1,1.0,0.0	-1,7.5,0.5	2
10363.8	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,8.0,0.0	1
100166.7	amp	-1	9.99450302334e-05	1.0	0	1000000	-1,1.0,0.0	-1,6.5,0.5	2
51037.7	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,7.0,0.0	1
41762.8	oth	-1	4.99725151167e-05	1.0	0	1000000	-1,1.0,0.0	-1,8.0,0.0	1
61455.6	oth	-1	9.99450302334e-05	1.0	0	1200000	-1,1.0,0.0	-1,5.5,0.5	2
